position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Didier Ratsiraka,Q315953,1997-02-09,2002-07-05,male,1936-11-04,2021-03-28,Didier Ratsiraka 1997.jpg,Didier Ratsiraka
President,Marc Ravalomanana,Q155554,2002-05-06,2009-03-17,male,1949-12-12,,Marc Ravalomanana.jpg,Marc Ravalomanana
President,Andry Rajoelina,Q57363,2009-03-17,2014-01-25,male,1974-05-30,,Andry Rajoelina portrait UN.jpg,Andry Rajoelina
President,Hery Rajaonarimampianina,Q15382355,2014-01-25,2018-09-07,male,1958-11-06,,Hery Rajaonarimampianina 2014.jpg,Hery Rajaonarimampianina
President,Rivo Rakotovao,Q56635616,2018-09-07,2019-01-19,male,1960-05-12,,Rivo Rakotovao 2014.jpg,Rivo Rakotovao
President,Andry Rajoelina,Q57363,2019-01-19,,male,1974-05-30,,Andry Rajoelina portrait UN.jpg,Andry Rajoelina
Prime Minister,Monja Roindefo,Q2724337,2009-03-17,2009-10-10,male,1965,,,Monja Roindefo
Prime Minister,Eugène Mangalaza,Q3056246,2009-10-10,2009-12-18,male,1950-07-13,,,Eugène Mangalaza
Prime Minister,Cécile Manorohanta,Q2067151,2009-12-18,2009-12-20,female,,,Président UNA.jpg,Cécile Manorohanta
Prime Minister,Albert Camille Vital,Q2080781,2009-12-20,2011-11-02,male,1952-07-18,,Albert Camille Vital (IAEA Imagebank) crop.jpg,Albert Camille Vital
Prime Minister,Omer Beriziky,Q57859,2011-11-02,2014-04-16,male,1950-09-09,,Jean Omer Beriziky-IMG 0958.jpg,Omer Beriziky
Prime Minister,Roger Kolo,Q16326590,2014-04-16,2015-01-17,male,1943-09-03,,Roger Kolo 2014.jpg,Roger Kolo
Prime Minister,Jean Ravelonarivo,Q18785199,2015-01-17,2016-04-10,male,1959-04-17,,Жан Равелонариву 1 (20-01-2015) (cropped).png,Jean Ravelonarivo
Prime Minister,Olivier Mahafaly Solonandrasana,Q23782689,2016-04-10,2018-06-06,male,1964-06-21,,Оливье Солонандрасана (14-03-2018).jpg,Olivier Mahafaly Solonandrasana
Prime Minister,Christian Ntsay,Q54806925,2018-06-06,,male,1961-03-27,,Кристиан Нтсай (22-12-2020).jpg,Christian Ntsay
Minister of Foreign Affairs,Lila Ratsifandrihamanana,Q3240758,1998,2002,female,1959-11-19,,,Lila Ratsifandrihamanana
Minister of Foreign Affairs,Marcel Ranjeva,Q3289324,2002,2009,male,1944-01-15,,"Marcel Ranjeva, 12th AU Summit, 090203-N-0506A-616.jpg",Marcel Ranjeva
Minister of Foreign Affairs,Azaly Ben Marofo,Q4832156,2002,2002,male,1946,,,Azaly Ben Marofo
Minister of Foreign Affairs,Ny Hasina Andriamanjato,Q7070753,2009,2010,male,,,,Ny Hasina Andriamanjato
Minister of Foreign Affairs,Hyppolite Ramaroson,Q621666,2010,2011,male,1951-09-28,,,Hyppolite Ramaroson
Minister of Foreign Affairs,Pierrot Rajaonarivelo,Q3387950,2011,2013,male,1946-06-17,,PierrotRajaonarivelo.jpg,Pierrot Rajaonarivelo
Minister of Foreign Affairs,Yvette Sylla,Q54805235,2011,2011,female,,,,
Minister of Foreign Affairs,Ulrich Andriantiana,Q54801325,2013,2014,male,,,,
Minister of Foreign Affairs,Arisoa Razafitrimo,Q18378057,2014,2015,female,1954-04-26,,Arisoa Razafitrimo cropped.jpg,Arisoa Razafitrimo
Minister of Foreign Affairs,Béatrice Atallah,Q24951179,2015,2017,female,1959-08-17,,,Béatrice Atallah
Minister of Foreign Affairs,Henry Rabary Njaka,Q54805243,2017,2018,male,,,,
Minister of Foreign Affairs,Eloi Maxime Alphonse,Q5367062,2018-06-11,2019,male,1956,,,Eloi Alphonse Maxime Dovo
Minister of Foreign Affairs,Naina Andriantsitohaina,Q61044219,2019-01,2019-09,male,1963,,,
Minister of Health,Jean Louis Hanitrala Rakotovao,Q98582653,2020-08-21,,male,,,,
"Minister of Industry, Trade and Crafts",Lantosoa Rakotomalala,Q89286571,2019-01-24,,female,,,,
Mayor of Antananarivo,Naina Andriantsitohaina,Q61044219,2020-01,,male,1963,,,
